,Feature,importance
1583,L2e,0.00012003755374839875
1482,RDF155p,0.00011999034103394545
1425,RDF20e,0.00011978964977288115
1169,TopoPSA,0.000119103542731769
668,minHBint6,0.00011904370427570301
1546,P1u,0.00011871607183435635
37,AATS3e,0.00011867785035479469
1492,RDF55i,0.000118587955402161
1460,RDF45p,0.0001184919986459819
963,IC0,0.00011847023691395007
582,SssCH2,0.00011837523642773068
779,maxHBd,0.0001176518837779943
478,nssNH,0.00011719922521055465
1437,RDF80e,0.0001169519773779926
1168,VR3_D,0.00011636246654117704
847,maxssO,0.00011614291478081932
1284,PPSA-2,0.00011536579440540953
991,BIC4,0.00011523902448408685
549,SHBint6,0.00011509681626415305
36,AATS0e,0.00011485315687600068
371,SP-7,0.00011308235767327812
937,ETA_dBetaP,0.00011305609982501023
452,nHother,0.00011296545692030387
315,SpMin7_Bhm,0.0001128329827173496
1359,RDF140u,0.00011256308256351076
1133,LipinskiFailures,0.00011248543941638792
822,maxdsCH,0.00011202644621578638
708,mindssC,0.00011196649144781229
985,CIC4,0.00011187837514616281
1139,GGI3,0.00011136739714809523
1599,P2p,0.00011078412062038934
1037,MLFER_L,0.00011059330989232205
1403,RDF60v,0.00011032434875482817
978,SIC3,0.00010998545795977234
1530,RDF95s,0.0001096974771802088
1598,P1p,0.00010949705184494976
1262,TDB10i,0.00010933982587908588
1334,RDF15u,0.0001086253386906293
1521,RDF50s,0.00010829671695773398
790,maxHBint9,0.00010811461578957146
609,SssO,0.00010803023016644226
1569,L1v,0.00010772565050594616
1373,RDF60m,0.00010689462391910981
280,SM1_Dze,0.00010587849299139897
342,SCH-5,0.0001046770363631294
807,maxHCsatu,0.00010369538896187721
92,ATSC5v,0.00010366335805937326
917,ETA_Epsilon_3,0.00010357223626488811
1145,GGI9,0.00010329437060461742
1214,TDB2m,0.00010289530765996173
1191,TSRW,0.00010287442015787063
291,VR3_Dzs,0.00010246296958687747
1540,RDF145s,0.00010239549546554511
80,ATSC1m,0.00010227668867716382
554,SHsOH,0.00010226228997580276
1619,Ki,0.00010205153432462541
1024,MDEO-12,0.00010187892143877827
1394,RDF15v,0.00010164326541626277
273,VR1_DzZ,0.00010121386169665771
1202,Zagreb,0.00010116053896467865
1146,GGI10,0.0001006018835396264
1412,RDF105v,0.00010019864487887161
222,GATS2m,0.00010015497350276015
1409,RDF90v,9.999297526762951e-05
1622,L2s,9.998655893155226e-05
1572,P1v,9.958311850620272e-05
785,maxHBint4,9.869229974861784e-05
1290,DPSA-2,9.84086649809917e-05
781,maxHBa,9.80486912647747e-05
1012,McGowan_Volume,9.6871445602188e-05
1514,RDF15s,9.664774476301776e-05
1269,TDB7s,9.645294986437746e-05
63,AATS2s,9.597971426653064e-05
569,SHCsatu,9.581822152995124e-05
61,AATS0s,9.581006839858079e-05
804,maxHaaCH,9.503389809093948e-05
1469,RDF90p,9.496168682636797e-05
319,SpMax4_Bhv,9.484169636545015e-05
1298,WPSA-1,9.473272510574486e-05
1487,RDF30i,9.42990919599201e-05
1054,piPC7,9.405183065318084e-05
1192,MW,9.404963813505378e-05
54,AATS2i,9.397481935266347e-05
1423,RDF10e,9.394288349345537e-05
1528,RDF85s,9.376786066842409e-05
1353,RDF110u,9.353084291895151e-05
1427,RDF30e,9.29940582175642e-05
390,AVP-2,9.281114569263195e-05
1435,RDF70e,9.275958332905103e-05
471,naasC,9.264580690212684e-05
65,AATS4s,9.213368626628422e-05
449,nHCsats,9.196644628181403e-05
1499,RDF90i,9.174419393798212e-05
1472,RDF105p,9.15310433994038e-05
404,Mpe,9.058506835444115e-05
1136,topoShape,9.05841407369017e-05
1481,RDF150p,9.013501983964442e-05
789,maxHBint8,8.975264729424466e-05
1545,L3u,8.913094357085205e-05
1426,RDF25e,8.897607683305345e-05
389,AVP-1,8.881853266964848e-05
997,MIC4,8.865939721476505e-05
1531,RDF100s,8.846360095575725e-05
987,BIC0,8.82347898120864e-05
1137,GGI1,8.789420500710795e-05
1279,TDB7r,8.770559180136653e-05
1235,TDB3e,8.75825441330522e-05
1029,MDEN-22,8.732920065345441e-05
1166,VR1_D,8.64528834481177e-05
1570,L2v,8.602318506746304e-05
728,minssO,8.581982796613592e-05
1045,MPC9,8.58052269989254e-05
418,VR1_Dt,8.560485136395567e-05
1484,RDF15i,8.517024895036764e-05
1051,piPC4,8.511321053432409e-05
689,minHAvin,8.470788834576856e-05
274,VR3_DzZ,8.41763108999866e-05
808,maxHAvin,8.415332800975038e-05
792,maxHsOH,8.41275430228328e-05
1584,L3e,8.404369633481106e-05
961,nHBDon_Lipinski,8.394909166942425e-05
411,SpDiam_Dt,8.378474964662931e-05
1337,RDF30u,8.376289394871186e-05
1543,L1u,8.35780141416798e-05
1465,RDF70p,8.343692644518629e-05
1174,MWC4,8.341285824719307e-05
1215,TDB3m,8.230802619975372e-05
547,SHBint4,8.20897321312404e-05
439,nHssNH,8.202316720940886e-05
969,TIC0,8.18458239219571e-05
1538,RDF135s,8.15924947320307e-05
1385,RDF120m,8.143088463394566e-05
409,CrippenMR,8.139836403255145e-05
1331,geomDiameter,8.106439269269669e-05
543,SHBa,8.09079885804264e-05
1578,Av,8.067675581363862e-05
971,TIC2,8.055806205005114e-05
18,ATS1s,8.037481594842285e-05
1129,nRotB,7.967203888187009e-05
684,minHdsCH,7.957688010336815e-05
916,ETA_Epsilon_2,7.94063075621156e-05
820,maxssCH2,7.909977161451936e-05
1415,RDF120v,7.857168674343068e-05
1441,RDF100e,7.804830811792559e-05
1364,RDF15m,7.779353197963254e-05
1605,Vp,7.76775864084859e-05
1554,Ku,7.736300842546475e-05
131,AATSC0c,7.716939963848449e-05
580,SsCH3,7.689834560349462e-05
421,ECCEN,7.688056070214609e-05
1414,RDF115v,7.679257423965299e-05
272,VE3_DzZ,7.673929062435315e-05
1380,RDF95m,7.620798528369033e-05
1312,GRAV-1,7.616026123886515e-05
1495,RDF70i,7.592620366460717e-05
791,maxHBint10,7.58343978756221e-05
1186,SRW6,7.502753619153049e-05
1442,RDF105e,7.50060898492515e-05
1471,RDF100p,7.478688016293913e-05
1510,RDF145i,7.469738117653586e-05
1386,RDF125m,7.456529454389106e-05
383,VP-3,7.388477947917436e-05
1537,RDF130s,7.352663321804171e-05
980,SIC5,7.332745435983686e-05
303,nBondsM,7.332257353907473e-05
1180,MWC10,7.318036978984791e-05
1591,Ae,7.302543491739306e-05
1343,RDF60u,7.258781300720709e-05
1363,RDF10m,7.208728136606477e-05
1311,RPSA,7.197422618703038e-05
1170,VABC,7.184210903064247e-05
1477,RDF130p,7.105105484845428e-05
1428,RDF35e,7.003918808118292e-05
1356,RDF125u,6.965855761662622e-05
1188,SRW8,6.962235761031593e-05
1449,RDF140e,6.91129266462551e-05
901,gmax,6.906030403327549e-05
428,nHBint4,6.899778242918067e-05
1161,SpMAD_D,6.893480940405267e-05
784,maxHBint3,6.891154679238104e-05
1361,RDF150u,6.880253704804832e-05
1002,ZMIC3,6.827728036477329e-05
1508,RDF135i,6.803949004178862e-05
1453,RDF10p,6.756614156753532e-05
920,ETA_dEpsilon_A,6.755882743164076e-05
1011,MLogP,6.744380540194495e-05
1624,P1s,6.738084857038094e-05
396,Sv,6.688156834631379e-05
1350,RDF95u,6.661696840735625e-05
1503,RDF110i,6.605857813883884e-05
285,SM1_Dzi,6.598372225838311e-05
1388,RDF135m,6.597853576172433e-05
1494,RDF65i,6.591891075433739e-05
406,Mp,6.560662581360011e-05
433,nHBint9,6.541574035980177e-05
382,VP-2,6.520776222570827e-05
1553,Vu,6.48850979907871e-05
1476,RDF125p,6.458494133267671e-05
1416,RDF125v,6.442838770866259e-05
1199,WPATH,6.397320579411422e-05
1360,RDF145u,6.374719382215186e-05
948,ETA_Eta_F_L,6.334731331887432e-05
940,ETA_Eta,6.276224475726663e-05
1330,geomRadius,6.271250051695239e-05
899,meanI,6.270792084636216e-05
463,nssCH2,6.255024306733688e-05
1432,RDF55e,6.222418990943373e-05
1065,n6Ring,6.202952676075974e-05
277,VE2_Dzv,6.151673298415965e-05
1504,RDF115i,6.139535799738987e-05
412,SpAD_Dt,6.127274978601587e-05
1328,MOMI-YZ,6.063749954821217e-05
414,EE_Dt,6.043231253973728e-05
328,SpMax7_Bhs,6.013240949866029e-05
386,VP-6,6.005531920101061e-05
1006,Kier2,5.995812091495645e-05
1418,RDF135v,5.952132725562898e-05
1047,TPC,5.9211084253051096e-05
1444,RDF115e,5.918198244965575e-05
1541,RDF150s,5.8974046972725834e-05
1520,RDF45s,5.896488846487897e-05
1313,GRAV-2,5.8688092120022945e-05
1446,RDF125e,5.8327142543813605e-05
1502,RDF105i,5.816924742943869e-05
1582,L1e,5.814165420207636e-05
956,nHBAcc,5.7974781088704015e-05
671,minHBint9,5.79312917904478e-05
1401,RDF50v,5.7779380517141874e-05
1354,RDF115u,5.774965689297337e-05
1536,RDF125s,5.7664581568125955e-05
400,Sp,5.7634832627296995e-05
1390,RDF145m,5.7616971876883054e-05
1178,MWC8,5.7580181307545835e-05
422,nHBd,5.756782054690026e-05
959,nHBAcc_Lipinski,5.7489072563013e-05
45,AATS2p,5.7454146593440954e-05
30,AATS3v,5.667882625454469e-05
425,nwHBa,5.667862544023537e-05
970,TIC1,5.625407522001117e-05
360,SPC-6,5.6229304365609654e-05
558,SHssNH,5.6100773007115906e-05
1438,RDF85e,5.595542380756143e-05
1184,SRW4,5.594414342799997e-05
1318,GRAV-4,5.591807280235447e-05
325,SpMax3_Bhs,5.543860021368335e-05
259,GATS7i,5.511275329712973e-05
308,SpMax5_Bhm,5.510002832952611e-05
669,minHBint7,5.4480137007592154e-05
381,VP-1,5.4015258202420996e-05
1475,RDF120p,5.3912734187241826e-05
1468,RDF85p,5.388752843253398e-05
364,SP-0,5.369626923887471e-05
1338,RDF35u,5.352618778630771e-05
1629,Ts,5.321069235501582e-05
1362,RDF155u,5.3164997653189005e-05
1496,RDF75i,5.308350292241953e-05
401,Si,5.287783269071353e-05
1436,RDF75e,5.286704005249083e-05
1173,MWC3,5.2821693935924234e-05
1250,TDB8p,5.259765065219649e-05
397,Sse,5.241307196582165e-05
1631,Vs,5.241046111755767e-05
550,SHBint7,5.2219626950341614e-05
1355,RDF120u,5.213612686363512e-05
405,Mare,5.199669077713132e-05
1333,RDF10u,5.196907002922362e-05
1501,RDF100i,5.186604717013559e-05
367,SP-3,5.1439992568607966e-05
1443,RDF110e,5.1323114406084896e-05
1324,MOMI-Y,5.1308925073832705e-05
1424,RDF15e,5.076620792623728e-05
1413,RDF110v,5.0679107004989444e-05
435,nHsOH,5.051060993098817e-05
911,ETA_Alpha,5.0221218183250586e-05
1480,RDF145p,4.974562900551231e-05
1315,GRAVH-1,4.954597992156673e-05
972,TIC3,4.951201447410172e-05
1402,RDF55v,4.917824767071995e-05
8,nO,4.913127269074369e-05
1162,EE_D,4.87269070403259e-05
1073,nFRing,4.871199437497542e-05
1040,MPC4,4.8210028892730454e-05
1585,P1e,4.819876546019051e-05
1389,RDF140m,4.7482225522124755e-05
1632,Ks,4.744567596192765e-05
1552,Au,4.737810174139582e-05
1336,RDF25u,4.736397814006015e-05
461,nsCH3,4.6902605503377356e-05
1175,MWC5,4.687200697946458e-05
1604,Ap,4.683613247904668e-05
483,naaN,4.6668955358590904e-05
1387,RDF130m,4.6632079792937736e-05
1001,ZMIC2,4.60926563920458e-05
426,nHBint2,4.601171318597307e-05
930,ETA_Beta,4.590203105463233e-05
1539,RDF140s,4.585881135756297e-05
1177,MWC7,4.5359214152623366e-05
1316,GRAVH-2,4.528777534491804e-05
898,sumI,4.5175439800155245e-05
1621,L1s,4.4969135636883136e-05
1579,Vv,4.469023638525876e-05
1048,piPC1,4.468484657280505e-05
1008,nAtomLC,4.4522526906931936e-05
1461,RDF50p,4.447509119811036e-05
1486,RDF25i,4.443268562199624e-05
973,TIC4,4.436582597139137e-05
945,ETA_Eta_L,4.4137368054255504e-05
1478,RDF135p,4.365765112380547e-05
1346,RDF75u,4.328719108106313e-05
1187,SRW7,4.3264911053419424e-05
432,nHBint8,4.318555400455346e-05
960,nHBDon,4.202958247585027e-05
1422,RDF155v,4.196412981751495e-05
1135,topoDiameter,4.181154141907625e-05
1603,Tp,4.178142746674897e-05
1464,RDF65p,4.147755703855956e-05
1391,RDF150m,4.1333331913966844e-05
17,ATS0s,4.124547655191645e-05
1411,RDF100v,4.1243798018465414e-05
1450,RDF145e,4.1240642793206756e-05
368,SP-4,4.101346590889683e-05
1194,WTPT-1,4.095796322755886e-05
1420,RDF145v,4.09487427463247e-05
399,Sare,4.0543103235957626e-05
335,C3SP2,4.0525639760223905e-05
910,DELS2,4.050129255243477e-05
1454,RDF15p,4.0361355193506404e-05
385,VP-5,4.031833038951559e-05
1005,Kier1,3.9893337028276644e-05
584,SdsCH,3.9245970617164714e-05
1592,Ve,3.917636689165676e-05
975,SIC0,3.917424407554858e-05
1447,RDF130e,3.905678518724243e-05
1509,RDF140i,3.887667722364208e-05
788,maxHBint7,3.881188958053054e-05
1410,RDF95v,3.8804599954241265e-05
1358,RDF135u,3.87091303069185e-05
915,ETA_Epsilon_1,3.868964349973736e-05
1265,TDB3s,3.8688805353706175e-05
1357,RDF130u,3.7895919555377985e-05
1320,GRAV-6,3.76387123343873e-05
1193,AMW,3.739243914897596e-05
1344,RDF65u,3.681135673809229e-05
1542,RDF155s,3.677497958682369e-05
1134,topoRadius,3.649930483519504e-05
1160,SpAD_D,3.649017898143515e-05
1618,Vi,3.643971083318066e-05
1479,RDF140p,3.608217636333986e-05
1489,RDF40i,3.572607761665288e-05
943,ETA_Eta_F,3.5549491836763484e-05
1366,RDF25m,3.551729583982572e-05
1352,RDF105u,3.517030809166731e-05
1408,RDF85v,3.507083981586797e-05
1630,As,3.505403366585704e-05
1099,n6HeteroRing,3.498404873249975e-05
1314,GRAV-3,3.4731490436308206e-05
1179,MWC9,3.4637442737849705e-05
1473,RDF110p,3.402862697533871e-05
1317,GRAVH-3,3.386465221081875e-05
434,nHBint10,3.3746019277236754e-05
602,SaaN,3.297087855817344e-05
1226,TDB4v,3.293100869901514e-05
1348,RDF85u,3.281028124250329e-05
1606,Kp,3.2661247989844396e-05
490,nssO,3.2286922994805764e-05
568,SHCsats,3.218748968465138e-05
565,SHdsCH,3.182434262382103e-05
999,ZMIC0,3.177055628003994e-05
4,apol,3.1651107441787854e-05
1138,GGI2,3.105542998946895e-05
1439,RDF90e,3.0897484539690074e-05
932,ETA_Beta_s,3.079122069680755e-05
1511,RDF150i,3.077823662792175e-05
1533,RDF110s,3.025626231614469e-05
1039,MPC3,3.0033075522435394e-05
336,C1SP3,2.961756933214705e-05
1200,WPOL,2.942205393236475e-05
7,nN,2.9229971000223627e-05
947,ETA_Eta_R_L,2.8918628163933135e-05
1590,Te,2.8640215499125608e-05
1125,nT10HeteroRing,2.839804800378568e-05
1474,RDF115p,2.8263693147871366e-05
829,maxaaaC,2.780470950333165e-05
938,ETA_Beta_ns_d,2.7732589439599708e-05
1114,nF10HeteroRing,2.768208709073028e-05
334,C2SP2,2.6974122439297694e-05
1617,Ai,2.6535403420310188e-05
1181,TWC,2.6293147134749487e-05
1445,RDF120e,2.6186300524051617e-05
1159,SpDiam_D,2.603583041577822e-05
942,ETA_Eta_R,2.5440441183509715e-05
1325,MOMI-Z,2.4856849157001734e-05
1131,nRotBt,2.4660678178742938e-05
1512,RDF155i,2.4382757803923824e-05
1042,MPC6,2.3964654927637702e-05
1505,RDF120i,2.3678958367829654e-05
365,SP-1,2.3668829004107133e-05
410,SpMax_Dt,2.365346469917818e-05
1452,RDF155e,2.361830390873826e-05
974,TIC5,2.2956390388065643e-05
313,SpMin5_Bhm,2.29482710843028e-05
1013,MDEC-11,2.2813364790854103e-05
1323,MOMI-X,2.259984256695528e-05
1595,L1p,2.2461319596449573e-05
488,nsOH,2.2222615529688812e-05
398,Spe,2.204210512171291e-05
446,nHdsCH,2.155796851451571e-05
424,nHBa,2.123085390414657e-05
672,minHBint10,2.099293309568326e-05
299,nBondsS3,2.0821704305814024e-05
957,nHBAcc2,2.0615104776573453e-05
1419,RDF140v,2.0581945987582622e-05
1493,RDF60i,2.0332072659421924e-05
1172,MWC2,2.0194840912858247e-05
1061,nRing,2.0137976960876402e-05
1080,nF10Ring,1.9627744296669457e-05
1090,nT9Ring,1.9408959394765107e-05
1566,Vm,1.9060590296176916e-05
1498,RDF85i,1.9042803630035075e-05
1392,RDF155m,1.9034917878430944e-05
1171,VAdjMat,1.7782691038175162e-05
1329,MOMI-R,1.7774181404805802e-05
1010,nAtomLAC,1.7679579010135967e-05
1341,RDF50u,1.7371765429063062e-05
380,VP-0,1.6882348097324344e-05
366,SP-2,1.6815392020160638e-05
958,nHBAcc3,1.652095926495843e-05
551,SHBint8,1.643890172302486e-05
1523,RDF60s,1.6116121438366835e-05
429,nHBint5,1.6105400023903998e-05
465,ndsCH,1.5190860139987061e-05
1185,SRW5,1.5070264964796033e-05
451,nHAvin,1.4726876220800871e-05
1433,RDF60e,1.4694055270243694e-05
1091,nT10Ring,1.465050080820437e-05
1507,RDF130i,1.3985771691684648e-05
1030,MDEN-23,1.3977612289423763e-05
1038,MPC2,1.3505456868172082e-05
783,maxHBint2,1.3462000301195815e-05
1182,SRW2,1.3314784214616181e-05
1098,n5HeteroRing,1.2662202525122598e-05
553,SHBint10,1.0967422638059246e-05
1120,nT5HeteroRing,1.0623856810365309e-05
1565,Am,1.0584337095313647e-05
545,SHBint2,1.049938788476704e-05
489,ndO,9.344293076455754e-06
1421,RDF150v,8.675789463819727e-06
484,nsssN,8.627251690144877e-06
472,naaaC,8.617791185273817e-06
1079,nF9Ring,8.418882400660142e-06
1121,nT6HeteroRing,7.2568801032551884e-06
546,SHBint3,6.844363504732842e-06
1023,MDEO-11,6.792089392243124e-06
1064,n5Ring,5.924992254891835e-06
300,nBondsD,5.775500639320751e-06
1086,nT5Ring,5.70260835385464e-06
470,ndssC,3.351299280127925e-06
664,minHBint2,3.3240305333593393e-06
450,nHCsatu,2.771945944821799e-06
0,nAcid,0.0
1183,SRW3,0.0
592,SssssC,0.0
594,SsNH2,0.0
595,SssNH2p,0.0
596,SdNH,0.0
598,SaaNH,0.0
599,StN,0.0
600,SsssNHp,0.0
601,SdsN,0.0
604,SddsN,0.0
605,SaasN,0.0
606,SssssNp,0.0
610,SaaO,0.0
611,SaOm,0.0
612,SsOm,0.0
613,SsF,0.0
614,SsSiH3,0.0
615,SssSiH2,0.0
616,SsssSiH,0.0
617,SssssSi,0.0
618,SsPH2,0.0
619,SssPH,0.0
620,SsssP,0.0
621,SdsssP,0.0
622,SddsP,0.0
593,SsNH3p,0.0
588,StsC,0.0
624,SsSH,0.0
587,SddC,0.0
540,nssssPb,0.0
542,SwHBd,0.0
555,SHdNH,0.0
556,SHsSH,0.0
557,SHsNH2,0.0
559,SHaaNH,0.0
560,SHsNH3p,0.0
561,SHssNH2p,0.0
562,SHsssNHp,0.0
563,SHtCH,0.0
564,SHdCH2,0.0
567,SHCHnX,0.0
572,SHmisc,0.0
573,SsLi,0.0
574,SssBe,0.0
575,SssssBem,0.0
576,SsBH2,0.0
577,SssBH,0.0
578,SsssB,0.0
579,SssssBm,0.0
581,SdCH2,0.0
583,StCH,0.0
586,SsssCH,0.0
623,SsssssP,0.0
625,SdS,0.0
538,nssPbH2,0.0
652,SssSnH2,0.0
654,SssssSn,0.0
655,SsI,0.0
656,SsPbH3,0.0
657,SssPbH2,0.0
658,SsssPbH,0.0
659,SssssPb,0.0
661,minwHBd,0.0
674,minHdNH,0.0
675,minHsSH,0.0
676,minHsNH2,0.0
678,minHaaNH,0.0
679,minHsNH3p,0.0
680,minHssNH2p,0.0
681,minHsssNHp,0.0
682,minHtCH,0.0
683,minHdCH2,0.0
686,minHCHnX,0.0
691,minHmisc,0.0
692,minsLi,0.0
693,minssBe,0.0
694,minssssBem,0.0
695,minsBH2,0.0
696,minssBH,0.0
653,SsssSnH,0.0
651,SsSnH3,0.0
626,SssS,0.0
650,SsBr,0.0
627,SaaS,0.0
628,SdssS,0.0
629,SddssS,0.0
630,SssssssS,0.0
631,SSm,0.0
632,SsCl,0.0
633,SsGeH3,0.0
634,SssGeH2,0.0
635,SsssGeH,0.0
636,SssssGe,0.0
637,SsAsH2,0.0
638,SssAsH,0.0
639,SsssAs,0.0
640,SdsssAs,0.0
641,SddsAs,0.0
642,SsssssAs,0.0
643,SsSeH,0.0
644,SdSe,0.0
645,SssSe,0.0
646,SaaSe,0.0
647,SdssSe,0.0
648,SssssssSe,0.0
649,SddssSe,0.0
539,nsssPbH,0.0
537,nsPbH3,0.0
1128,nTG12HeteroRing,0.0
437,nHsSH,0.0
440,nHaaNH,0.0
441,nHsNH3p,0.0
442,nHssNH2p,0.0
443,nHsssNHp,0.0
444,nHtCH,0.0
445,nHdCH2,0.0
448,nHCHnX,0.0
453,nHmisc,0.0
454,nsLi,0.0
455,nssBe,0.0
456,nssssBem,0.0
457,nsBH2,0.0
458,nssBH,0.0
459,nsssB,0.0
460,nssssBm,0.0
462,ndCH2,0.0
464,ntCH,0.0
467,nsssCH,0.0
468,nddC,0.0
469,ntsC,0.0
473,nssssC,0.0
474,nsNH3p,0.0
475,nsNH2,0.0
438,nHsNH2,0.0
436,nHdNH,0.0
477,ndNH,0.0
423,nwHBd,0.0
6,nB,0.0
9,nS,0.0
10,nP,0.0
11,nF,0.0
12,nCl,0.0
13,nBr,0.0
14,nI,0.0
15,nX,0.0
292,nBase,0.0
301,nBondsT,0.0
302,nBondsQ,0.0
331,C1SP1,0.0
332,C2SP1,0.0
338,C3SP3,0.0
339,C4SP3,0.0
340,SCH-3,0.0
341,SCH-4,0.0
345,VCH-3,0.0
346,VCH-4,0.0
351,SC-4,0.0
353,SC-6,0.0
355,VC-4,0.0
357,VC-6,0.0
476,nssNH2p,0.0
479,naaNH,0.0
536,nsI,0.0
511,nssssssS,0.0
513,nsCl,0.0
514,nsGeH3,0.0
515,nssGeH2,0.0
516,nsssGeH,0.0
517,nssssGe,0.0
518,nsAsH2,0.0
519,nssAsH,0.0
520,nsssAs,0.0
521,ndsssAs,0.0
522,nddsAs,0.0
523,nsssssAs,0.0
524,nsSeH,0.0
525,ndSe,0.0
526,nssSe,0.0
527,naaSe,0.0
528,ndssSe,0.0
529,nssssssSe,0.0
530,nddssSe,0.0
531,nsBr,0.0
532,nsSnH3,0.0
533,nssSnH2,0.0
534,nsssSnH,0.0
535,nssssSn,0.0
512,nSm,0.0
510,nddssS,0.0
480,ntN,0.0
509,ndssS,0.0
481,nsssNHp,0.0
482,ndsN,0.0
485,nddsN,0.0
486,naasN,0.0
487,nssssNp,0.0
491,naaO,0.0
492,naOm,0.0
493,nsOm,0.0
494,nsF,0.0
495,nsSiH3,0.0
496,nssSiH2,0.0
497,nsssSiH,0.0
498,nssssSi,0.0
499,nsPH2,0.0
500,nssPH,0.0
501,nsssP,0.0
502,ndsssP,0.0
503,nddsP,0.0
504,nsssssP,0.0
505,nsSH,0.0
506,ndS,0.0
507,nssS,0.0
508,naaS,0.0
697,minsssB,0.0
698,minssssBm,0.0
700,mindCH2,0.0
879,maxddsAs,0.0
881,maxsSeH,0.0
882,maxdSe,0.0
883,maxssSe,0.0
884,maxaaSe,0.0
885,maxdssSe,0.0
886,maxssssssSe,0.0
887,maxddssSe,0.0
888,maxsBr,0.0
889,maxsSnH3,0.0
890,maxssSnH2,0.0
891,maxsssSnH,0.0
892,maxssssSn,0.0
893,maxsI,0.0
894,maxsPbH3,0.0
895,maxssPbH2,0.0
896,maxsssPbH,0.0
897,maxssssPb,0.0
913,ETA_dAlpha_A,0.0
926,ETA_dPsi_B,0.0
929,ETA_Shape_X,0.0
1016,MDEC-14,0.0
1019,MDEC-24,0.0
1021,MDEC-34,0.0
880,maxsssssAs,0.0
878,maxdsssAs,0.0
1026,MDEN-11,0.0
877,maxsssAs,0.0
854,maxsssSiH,0.0
855,maxssssSi,0.0
856,maxsPH2,0.0
857,maxssPH,0.0
858,maxsssP,0.0
859,maxdsssP,0.0
860,maxddsP,0.0
861,maxsssssP,0.0
862,maxsSH,0.0
863,maxdS,0.0
864,maxssS,0.0
865,maxaaS,0.0
866,maxdssS,0.0
867,maxddssS,0.0
868,maxssssssS,0.0
869,maxSm,0.0
870,maxsCl,0.0
871,maxsGeH3,0.0
872,maxssGeH2,0.0
873,maxsssGeH,0.0
874,maxssssGe,0.0
875,maxsAsH2,0.0
876,maxssAsH,0.0
1022,MDEC-44,0.0
1027,MDEN-12,0.0
702,mintCH,0.0
1097,n4HeteroRing,0.0
1101,n8HeteroRing,0.0
1102,n9HeteroRing,0.0
1103,n10HeteroRing,0.0
1104,n11HeteroRing,0.0
1105,n12HeteroRing,0.0
1106,nG12HeteroRing,0.0
1107,nFHeteroRing,0.0
1108,nF4HeteroRing,0.0
1109,nF5HeteroRing,0.0
1110,nF6HeteroRing,0.0
1111,nF7HeteroRing,0.0
1112,nF8HeteroRing,0.0
1113,nF9HeteroRing,0.0
1115,nF11HeteroRing,0.0
1116,nF12HeteroRing,0.0
1117,nFG12HeteroRing,0.0
1118,nTHeteroRing,0.0
1119,nT4HeteroRing,0.0
1122,nT7HeteroRing,0.0
1123,nT8HeteroRing,0.0
1124,nT9HeteroRing,0.0
1126,nT11HeteroRing,0.0
1127,nT12HeteroRing,0.0
1100,n7HeteroRing,0.0
1096,n3HeteroRing,0.0
1028,MDEN-13,0.0
1094,nTG12Ring,0.0
1031,MDEN-33,0.0
1062,n3Ring,0.0
1063,n4Ring,0.0
1066,n7Ring,0.0
1067,n8Ring,0.0
1068,n9Ring,0.0
1069,n10Ring,0.0
1070,n11Ring,0.0
1071,n12Ring,0.0
1072,nG12Ring,0.0
1074,nF4Ring,0.0
1075,nF5Ring,0.0
1076,nF6Ring,0.0
1077,nF7Ring,0.0
1078,nF8Ring,0.0
1081,nF11Ring,0.0
1082,nF12Ring,0.0
1083,nFG12Ring,0.0
1085,nT4Ring,0.0
1088,nT7Ring,0.0
1089,nT8Ring,0.0
1092,nT11Ring,0.0
1093,nT12Ring,0.0
853,maxssSiH2,0.0
852,maxsSiH3,0.0
851,maxsF,0.0
739,minsssP,0.0
741,minddsP,0.0
742,minsssssP,0.0
743,minsSH,0.0
744,mindS,0.0
745,minssS,0.0
746,minaaS,0.0
747,mindssS,0.0
748,minddssS,0.0
749,minssssssS,0.0
750,minSm,0.0
751,minsCl,0.0
752,minsGeH3,0.0
753,minssGeH2,0.0
754,minsssGeH,0.0
755,minssssGe,0.0
756,minsAsH2,0.0
757,minssAsH,0.0
758,minsssAs,0.0
759,mindsssAs,0.0
760,minddsAs,0.0
761,minsssssAs,0.0
762,minsSeH,0.0
763,mindSe,0.0
740,mindsssP,0.0
738,minssPH,0.0
850,maxsOm,0.0
737,minsPH2,0.0
705,minsssCH,0.0
706,minddC,0.0
707,mintsC,0.0
711,minssssC,0.0
712,minsNH3p,0.0
713,minsNH2,0.0
714,minssNH2p,0.0
715,mindNH,0.0
717,minaaNH,0.0
718,mintN,0.0
719,minsssNHp,0.0
720,mindsN,0.0
723,minddsN,0.0
724,minaasN,0.0
725,minssssNp,0.0
729,minaaO,0.0
730,minaOm,0.0
731,minsOm,0.0
732,minsF,0.0
733,minsSiH3,0.0
734,minssSiH2,0.0
735,minsssSiH,0.0
736,minssssSi,0.0
764,minssSe,0.0
765,minaaSe,0.0
766,mindssSe,0.0
767,minssssssSe,0.0
814,maxsBH2,0.0
815,maxssBH,0.0
816,maxsssB,0.0
819,maxdCH2,0.0
821,maxtCH,0.0
824,maxsssCH,0.0
825,maxddC,0.0
826,maxtsC,0.0
827,maxdssC,0.0
830,maxssssC,0.0
831,maxsNH3p,0.0
832,maxsNH2,0.0
833,maxssNH2p,0.0
