,Feature,importance
180,AATSC6s,0.00024569247647914075
1189,SRW9,0.00024558812484553157
1043,MPC7,0.0002451363114273071
786,maxHBint5,0.00024465963803407874
1560,P2m,0.00024429229660093317
1239,TDB7e,0.00024405615262238872
38,AATS4e,0.00024325132848853847
570,SHAvin,0.00024303990688934543
1524,RDF65s,0.00024286337608222586
116,ATSC3i,0.0002417049270778523
293,BCUTw-1l,0.00024163322815511359
1130,RotBFrac,0.0002411554734917642
1217,TDB5m,0.00024104277721093159
41,AATS7e,0.00024093686190015723
56,AATS4i,0.00024049693023455305
155,AATSC3e,0.00024034006992368562
310,SpMin2_Bhm,0.0002386560707660726
1532,RDF105s,0.00023641125196711312
181,AATSC7s,0.00023601780630363057
1300,WPSA-3,0.00023591187982510524
176,AATSC8i,0.000235845271207565
1534,RDF115s,0.00023526905830284706
841,maxsssN,0.00023502656460727467
235,GATS7v,0.00023450327426506885
95,ATSC8v,0.0002344963248542281
46,AATS3p,0.00023279072555227408
126,ATSC4s,0.00023255219349853612
1219,TDB7m,0.00023236482556905744
1197,WTPT-4,0.00023227475809428364
1564,Tm,0.00023107695353131837
1225,TDB3v,0.00023029962819793253
326,SpMax4_Bhs,0.0002291854513408605
1556,L1m,0.00022878916831768623
114,ATSC1i,0.00022755220831086647
1049,piPC2,0.00022717088369869024
840,maxaaN,0.00022667318066896751
677,minHssNH,0.00022652804081180905
993,MIC0,0.0002257028205800171
1229,TDB7v,0.00022530080433292538
1339,RDF40u,0.00022502599740173128
93,ATSC6v,0.00022447900653705045
1018,MDEC-23,0.0002242843767023923
284,VR1_Dzp,0.00022374086252862708
16,ATS0m,0.0002236786862160705
359,SPC-5,0.0002228086677742521
327,SpMax5_Bhs,0.00022278485598822752
1251,TDB9p,0.00022265243890404925
921,ETA_dEpsilon_B,0.0002222338139661851
90,ATSC3v,0.00022208449924653856
369,SP-5,0.00022202148299772545
182,AATSC8s,0.0002218297843102202
1213,TDB1m,0.00022141908974581025
1201,XLogP,0.00022070169790227887
104,ATSC8e,0.00022034992872810004
912,ETA_AlphaP,0.00021971216864589459
120,ATSC7i,0.00021892277870240044
1009,nAtomP,0.00021881700073839456
1397,RDF30v,0.00021837001456702587
427,nHBint3,0.00021690528723106387
1271,TDB9s,0.0002168932297493183
286,SM1_Dzs,0.00021677049388529982
24,AATS4m,0.00021673523630462812
84,ATSC5m,0.00021585051938798815
1393,RDF10v,0.00021582639709193395
1277,TDB5r,0.00021543075799566744
1406,RDF75v,0.0002145891279243476
132,AATSC1c,0.00021457580963571367
1451,RDF150e,0.00021408710887293198
31,AATS4v,0.00021286300677971184
1610,L3i,0.0002118753563098191
1164,VE2_D,0.00021166680820733355
1041,MPC5,0.00021116399350544927
25,AATS5m,0.00021076045730713185
